ID,Title,Author,ISBN,"Total Copies","Available Copies","Record Status"
2785,"Investigation of Crimes Against Children &…","Florendo Adelene",9787402928644,10,10,active
2786,"Investigation of Crimes Against Children and Women","Florendo Adelene M.",9783302650999,9,9,active
2787,"Investigations of Crime Agains Children ..","Joner C. Villaluz",9782183667713,7,7,active
2788,"Investigator's Handbook","Vicente G. Vinarao",9786661025637,2,2,active
2789,"Investment Management and Personal Finance","Nenita D. Mejorada",9782022234991,6,6,active
2790,"Invetigating Computer- Related Crime","Peter Stephenson",9781376836752,1,1,active
2791,"iOS 11 Programming fundamental in Swift","Neuburg Matt",9780177915246,8,8,active
2792,"Ipod + Itunes Starter Kit","Miser Brad",9786144092330,6,6,active
2793,"Is It Me?","Wogan Terry",9781746564261,2,2,active
2794,"Isang Gabi Sa Quezon Avenue at ib…","Dela Cruz Mark Anthony",9780186372634,10,10,active
2795,"Island Race","Mc Carthy John",9789956955923,1,1,active
2796,"It Can Happen Here","Conasson Joe",9787764149008,1,1,active
2797,"It Pays to Be a Senior",Unknown,9788502551343,1,1,active
2798,"It Still Moves","Petrusich Amanda",9784867228838,2,2,active
2799,"It's Not Your Fault","Marx Russell",9784733145467,1,1,active
2800,"It's Only Temporary","Handler Evan",9785749325119,1,1,active
2801,"Jack & Jill","James Paterson",9789788795315,2,2,active
2802,"Jacob Have I Loved","Paterson Katherine",9780409543773,1,1,active
2803,"Jaime Oliver The Naked Chef 2",Unknown,9786183085805,2,2,active
2804,"Jamie Oliver Sainsburgy's Recipes",Unknown,9781873143919,1,1,active
2805,"Janathan Through Santa's Eyes","Comment Jesffrey W.",9781143678622,2,2,active
2806,"Japan;The Essential Guide to custom and Culture","Paul Norbury",9781078187107,9,9,active
2807,"Japanese Recipe",Unknown,9788564257061,2,2,active
2808,"Japanese Soul Cooking","Ono Tadashi",9788026933151,9,9,active
2809,Java,"C. Thomas Wu",9782306002308,6,6,active
2810,"Java and Web Design","3G E Learning",9788655052247,5,5,active
2811,"Java Prigramming Concepts & Applications","Joyce Farrwell",9781142066703,9,9,active
2812,"Java Programming",Unknown,9785145992014,4,4,active
2813,"Java Programming","Mapua Information Tech",9786633822226,10,10,active
2814,"Java Programming Form Problem Analysis….","D.S. Malik",9780053922207,6,6,active
2815,"Java Programming Problem Analysis To..","D.S Malik",9786201901131,2,2,active
2816,"Java TM Programming","Joyce Farrell",9788433913326,6,6,active
2817,Jazz,"Toni Morrison",9782861323948,2,2,active
2818,"Jazz: The Inside Track","Timothy Berry",9786452342868,2,2,active
2819,Jennie,"Preston Douglas",9784976024987,2,2,active
2820,"Jerky Recipes",Unknown,9786342095362,2,2,active
2821,"Jesus and You","James Finley",9787349852972,2,2,active
2822,"Jesus Nation","Stowell Joe",9785615266553,1,1,active
2823,"Jesus Our Guide","Eugene Kevane",9784762538094,1,1,active
2824,"Jew Made in England","Blond Anthony",9786414753367,2,2,active
2825,"Jimmy Dean's Own Story","Dean Jimmy",9782474665350,2,2,active
2826,"Job Analysis Design","Nemesio Barboza",9788962985320,1,1,active
2827,"Johnson's Materials of Construction","M.O. Withey",9783679241578,2,2,active
2828,"Jona Bibis's Excellent Fortunes","Besty Woodman",9782763835433,1,1,active
2829,"Jona Board Book","Joseph Baby Jesus",9786858639067,2,2,active
2830,"Jonathan Livingston Seagull a Story","Richard Bach",9786824979395,1,1,active
2831,"Jose P. Laurel: On Polity, Economy and Education","Clemen C. Aquino",9788161538112,8,8,active
2832,"Jose P. Rizal A College Textbook on…","Virlyn Jaime-Francisco",9788371030734,2,2,active
2833,"Jose Rizal El Filibusterismo","Almario Virgelio S.",9782607201486,7,7,active
2834,"Jose Rizal Noli Me Tangere","Almario Virgelio S.",9787808264933,2,2,active
2835,"Jose Rizal: Life, Works, and Writings..","Gregorio F. Zaide",9782146394762,1,1,active
2836,"Jose Rizal: Social Reformer and Patriot","De Viana Augusto",9785429264561,5,5,active
2837,"Jose Rizal: The Man and the Hero","Pasiqui Ronnie Espergal",9783917299408,5,5,active
2838,Josuha,"Joseph F. Girzone",9786948112661,1,1,active
2839,"Journalism and Communication Studies","Abhishek Kumar",9784971967067,9,9,active
2840,"Joy of Canning",Unknown,9783539101615,1,1,active
2841,"Joyful Moments with God",Unknown,9785901639948,5,5,active
2842,"Juana Meets Gabriel","Nowel Daphe A.",9781333443764,1,1,active
2843,Jubana,"Andrews Gigi",9783481409845,2,2,active
2844,"June 29,1999","Wiesner David",9780167930143,1,1,active
2845,"Junior Dictionary","Susan Purcell",9781604991000,1,1,active
2846,"Junior English in Action","J.C. Tressler",9784202886617,10,10,active
2847,"Junior Units in English","Harry G. Paul",9788019903420,7,7,active
2848,"Justified by Faith","John Mac Arthur Jr.",9783485484206,4,4,active
2849,"Juvenile Delinquency","Armando A. Alviola",9785316079179,1,1,active
2850,"Juvenile Delinquency","Shoemaker Donald J.",9789138601570,10,10,active
2851,"Juvenile Delinquency","Jannel C. Canaman",9781713219408,4,4,active
2852,"Juvenile Delinquency and Juvenile Justice System","JOnah B. Badua",9784702881419,5,5,active
2853,"Juvenile Deliquency & Crime Prevention","Guevara Ricardo M.",9782874527197,4,4,active
2854,"Juvenile Deliquency & Justice System","Victor T. Tulalian",9786785764634,5,5,active
2855,"Juvenile Deliquency & Juvenile Justice","Jordan L. Marian",9783810749161,1,1,active
2856,"Juvenile Deliquency & Violence Against Women","Liza Joy B. Barican",9789423215406,4,4,active
2857,"Juvenile Deliquency & Violence Against Women and Their Children","Liza Joy B. Barican",9783153506964,4,4,active
2858,"Juvenile Deliquency and Crime Prevention","Ricardo M. Guevara",9786168455258,1,1,active
2859,"Juvenile Deliquency and Crime Prevention","Eduardo Jesster P.",9787410254711,1,1,active
2860,"Juvenile Deliquency and Juvenile Justice","Jordan L. Mariano",9787989948851,9,9,active
2861,"Juvenile Deliquency, Theory, Practice…","Larry J. Seigel",9786948993000,7,7,active
2862,"Juvenile Justice & Youth Violence","James C. Howell",9781956756357,6,6,active
2863,"Juvenile Justice as a System","Allan R. Coffey",9788422717263,6,6,active
2864,"Juvenile Justice System ( Instructor's Manual )",Unknown,9782565046075,2,2,active
2865,"Juvenille Delinquency and Crime Prevention","Eduardo Jesster",9780144130689,1,1,active
2866,"Kakayahang Pilipino sa Komunikasyon Filipino","Jose A. Arrogante",9786240871006,9,9,active
2867,Kaleidoscope,"Marriott Blanche",9786890417289,2,2,active
2868,"Kalipunan ng Tula","Rene Abba",9780762381159,1,1,active
2869,"Kasaysayan ng Bagong Filipino","Teodoro A. Agoncillo",9782232822285,10,10,active
2870,"Kasaysayan ng Bayang Pilipino","Teodoro A. Agoncillo",9784084752833,1,1,active
2871,"Kate Remembered","Berg Scott A.",9789994004102,2,2,active
2872,"Keane The Autobiography","Keane Roy",9787913511359,2,2,active
2873,"Keeping Well","Folkes John Guy",9785357228925,1,1,active
2874,"Keyboarding and Document Processing","Raquel S. Orena",9786415780973,1,1,active
2875,"Kinematics and Dynamics of Machinery","Charles E. Wilson",9783028010411,8,8,active
2876,"Kingdom and Community","John C. Gager",9784534195289,8,8,active
2877,"Kingdom Under Glass","Kirk Jay",9784478674284,1,1,active
2878,"Kitchen Essential & Basic Food Preparation","Nico B. Remaneses",9782188930638,4,4,active
2879,"Kitchen Essentials & Basic Food Preparation","Osorno Rene D.",9785780378914,10,10,active
2880,"Kitchen Essentials & Basic Food Preparation","Daryl Ace V. Cornell",9782139743690,9,9,active
2881,"Kitchen Essentials & Basic Food Preparation","Ma. Rhoda D. Dinaga",9780558557591,8,8,active
2882,"Kitchen Essentials and Basic Food Prep.","Rene D. Osorno",9784084290694,8,8,active
2883,"Kitchen Planning and Management","Julian Hayes",9789045289861,7,7,active
2884,"Knit Two","Jacobs Kate",9786106567333,1,1,active
2885,"Knit Two","Angela King",9784570165277,2,2,active
2886,"Knitting Classic Style","Avery Veronik",9781368149808,7,7,active
2887,"Knittng 200 Q & A","Taylor Rita",9785308437697,1,1,active
2888,"Know This Marketing Basics","Christ Paul",9782964447725,8,8,active
2889,"Know Your Philippine Trees","A. Fabros",9780842324236,2,2,active
2890,"Know Your Spices",Unknown,9788004172411,2,2,active
2891,"Knowledge Based Systems for Strategic","Robert J. Mockler",9785536915851,9,9,active
2892,"Knowledge. Skills. Attitued in Tour Guiding","Ma. Dolores N. Salamanca",9787490627962,6,6,active
2893,"Komonikasyon sa Akademikong Filipino I","Veronica C. Abangan",9782425703339,1,1,active
2894,"Komunikasyon sa Akademikong Filipino","Resurrecion Doctor-Dinglasan",9782959452314,9,9,active
2895,"Komunikasyon sa Akademikong Filipino","Arnilla Arvin Kim",9788286304029,6,6,active
2896,"Komunikasyon sa Akademikong Filipino","Sanchez Remedios",9786629917219,8,8,active
2897,"Komunikasyon sa akademikong Filipino","Leticia D. Espina",9784292204162,7,7,active
2898,"Komunikasyon sa Akademikong Pilipino","Irma V. Ugot",9788215392660,2,2,active
2899,"Komunikasyon sa Makabagong Filipino","Jioffre A. Acopra",9783706325035,8,8,active
2900,"Korean Spices",Unknown,9783928048507,1,1,active
2901,"Korespondensiya sa Filipino","Narciso V. Matienzo",9782061901939,1,1,active
2902,"Labor Economics","Danilo Marcelo Jr.",9783359379713,9,9,active
2903,"Labor Laws & Social Legislation","Lito Penaflor",9780000295613,8,8,active
2904,"Labor, Agrarian and social Legislation","Artemio C. Sanchez",9782256471858,2,2,active
2905,"Laboratory Manual Chemistry the Molecular",Unknown,9789407992309,6,6,active
2906,"Laboratory Manual for Forensic Chemestry…","Dascil Arlyn M.",9785323167784,2,2,active
2907,"Laboratory Manual for Forensic Chemistry &…","Ma. Cristina B. Sangil",9781456474379,10,10,active
2908,"Laboratory Manual For Forensic Chemistry and…","Canete Arlyn",9781945391170,4,4,active
2909,"Laboratory Manual for Forensic Chemistry…","Cejes Lourdeliza Gunal",9786665052769,7,7,active
2910,"Laboratory Manual in Criminalistic 2","Villarba Waynefred H.",9782092815786,4,4,active
2911,"Laboratory Manual in Criminalistics","Ma. Cristina B. Sangil",9786190223115,1,1,active
2912,"Laboratory Manual in Criminalistics 2","Waynefred H. Villarba",9787870676351,7,7,active
2913,"Laboratory Manual in Forensic Ballistics","William A Revisa",9782237185927,5,5,active
2914,"Laboratory Manual in Forensic Chemistry","Filicisima M. Francisco",9782684856371,4,4,active
2915,"Laboratory Manual in Personal Identification","Luisito B. Vibar",9781429430005,4,4,active
2916,"Laboratory Manual in Photography","Nabe Nestor",9783753989235,9,9,active
2917,"Laboratory Manual in Polygraphy","Chavez Carmelita",9781324659860,9,9,active
2918,"Laboratory Manual on Food Fermentation","Eva Nebril - Flore",9789327841787,7,7,active
2919,"Laboratory Manual on Personal Identification","Revisa William",9787659153820,5,5,active
2920,"Ladder of Yeas","Tyler Anne",9781140652663,1,1,active
2921,"Land Tiles and Deeds","Antonio H. Noblejas",9782673512721,2,2,active
2922,"Land Titles & Deeds","Narciso Pena",9785533756563,6,6,active
2923,"Landing It","Hamilton Scott",9786487849622,2,2,active
2924,"Language and Literature","De Castro Ana",9784945104627,1,1,active
2925,"Language Based Approaches to Support Reading","Evans Brian R.",9780692965689,6,6,active
2926,"Language Culture and Society","Janet Mananay",9781206276727,6,6,active
2927,"Language for Meaning",Unknown,9785097934421,1,1,active
2928,"Language Learning Material Development","Ethel De Leon- Abao",9782914650229,4,4,active
2929,"Language Learning Materials Development","Ethel De Leon Abao",9783477804579,10,10,active
2930,"Language Readers","Greene Jane Fell",9782518407038,2,2,active
2931,"Language Socialization Across Cultures","Nemelka Christopher",9789821478236,5,5,active
2932,"Language, Culture & Society","Janet Mananay",9787209451673,5,5,active
2933,"Laplace Transforms","Rex T. Noda",9787063632867,2,2,active
2934,"Late Bloomer","Pritchard Melissa",9780112200840,1,1,active
2935,"Law & Ethics for Medical Carrers","Karen Judson",9782648333672,2,2,active
2936,"Law and Jurisprudence on Dismissal","Amado C. Dizon",9780828967136,2,2,active
2937,"Law Country","Siddems Anne River",9780549469209,2,2,active
2938,"Law Dictionary","Steven h. Gifis",9785649013246,8,8,active
2939,"Law Enforcement (Police) Operation and Planning","Adelene Maghinay Florendo",9785193500117,8,8,active
2940,"Law Enforcement (Police) Operations and Planning","Adelene Maghinay Florendo",9784617580803,6,6,active
2941,"Law Enforcement Administration","Rommel K. Manwong",9788890441042,5,5,active
2942,"Law Enforcement Administration","Rhem Rick N. Corpuz",9784315668513,4,4,active
2943,"Law Enforcement Administration Compendium","Miller F. Peckley",9783538148376,9,9,active
2944,"Law Enforcement and Administration","Rommel K. Manwong",9787558030901,6,6,active
2945,"Law Enforcement Opearations & Planning","Danilo L. Tancangco",9786856471775,4,4,active
2946,"Law Enforcement Opearations & Planning","Judy S. Lopez",9784019027166,8,8,active
2947,"Law Enforcement Opearations & Planning with Crime Mapping","Bayani H. Salamanca",9788837161156,8,8,active
2948,"Law Enforcement Operations and Planning with Crime Mapping","Judy S. Lopez",9786686119977,8,8,active
2949,"Law Enforcement Operations and Planning with Crime Mapping","Fernando B. Padduyao",9786759833267,10,10,active
2950,"Law Enforcement Orfanization and Administration","Judy S. Lopez",9787050583530,1,1,active
2951,"Law Enforcement Organization and Administration","Ambrosio Polok Petran",9785819565728,6,6,active
2952,"Law Enforcment Organization","Rommel K. Manwong",9785353399827,8,8,active
2953,"Law Enformation Organization","Judy S. Lopez",9782662177580,6,6,active
2954,"Law of the Internet and Information Tech.","Samuels Darren",9781584668794,4,4,active
2955,"Law On Insurance","Atty. Victor T.  Tulalian",9780302853276,1,1,active
2956,"Le Repertoires De La Cuisine",Unknown,9787669834511,1,1,active
2957,"Leadbetter's Quick Tip","Leadbetter David",9780252854613,2,2,active
2958,"Leadership and Managment In Diffrent Arts and Fields","Wilfred Min C. Velasco",9780873089722,5,5,active
2959,"Leading From The front The Autobiography","Gatting Mike",9787382777713,1,1,active
2960,"Leagal Writing: Logic and Language in Law","Francisco O. Javines",9788425278631,4,4,active
2961,"Learn and Practice Hotel housekeeping","Celia A. Carino",9789007121024,4,4,active
2962,"Learn Japanese Book for Beginners","Yuto Kanazawa",9782344730577,2,2,active
2963,"Learn to SPeak Well","Larry Javier Ambion",9787196199718,2,2,active
2964,"Learnig Statistics the Easy way","Gabriel G. Uriarte",9785965667642,7,7,active
2965,"Learning Biology today","David J. Cotter",9789968334402,4,4,active
2966,"Learning General Psychology","Gabriel G. Uriarte",9789522426536,4,4,active
2967,"Learning Hospitality Accounting","Pineda Ariel D.",9787932219144,10,10,active
2968,"Learning Windows XP & Internet the Easy Way","Josephine c. Sto. Domingo",9789070547363,5,5,active
2969,"Learning Windows XP and Internet","Josephine C. Sto. Domingo",9781579115012,4,4,active
